What city do you live in?,"What state or province do you live in, if applicable?",What country do you live in?,What is your age?,How often do you try to make other people happy?,Are your surroundings physically safe?,Do the people you're close to (family/friends) love and support you?,How often do you listen to music you enjoy?,"How often do you use technology (games, social media, etc.) for entertainment? ",How many hours of uninterrupted sleep do you get each night?,How often are you outdoors?,Do you feel respected by other people?,How much exercise do you get weekly?,How often do you smile every day?,Do you love and appreciate yourself?,"How often do you feel happy with what you do every day (e.g. work, school)?",How often do you argue with people who are close to you?
Holland,Michigan,United States,14,4,4,5,4,5,4-6 hours,2,4,More than 90 minutes a week,5,4,4,2
Pismo Beach,California,United States,13,4,4,4,1,3,7-9 hours,2,2,More than 90 minutes a week,4,2,3,3
Coppell,Texas,United States,15,4,4,5,5,5,7-9 hours,4,4,More than 90 minutes a week,5,5,5,3
Lowell,Indiana,United States,13,5,4,3,5,3,1-3 hours,4,4,More than 90 minutes a week,4,3,2,2
Niles,Michigan,United States,15,4,3,3,5,4,4-6 hours,2,3,More than 90 minutes a week,5,3,3,4
Walterboro,South Carolina,United States,14,3,2,4,5,3,7-9 hours,4,4,More than 90 minutes a week,4,3,4,1
Rogers,Arkansas,United States,15,3,4,3,3,4,4-6 hours,3,1,30- 60 minutes a week,3,3,2,4
Nipomo,California,United States,16,5,4,4,4,5,4-6 hours,2,3,Less than 30 minutes a week,2,2,3,2
Fort Wayne,Indiana,United States,16,5,5,5,5,5,4-6 hours,3,4,More than 90 minutes a week,5,4,4,2
Nipomo,California,United States,15,3,4,5,4,2,4-6 hours,3,3,More than 90 minutes a week,2,4,4,4
American Canyon,California,United States,16,4,4,4,5,4,4-6 hours,3,3,More than 90 minutes a week,3,4,3,1
American Canyon,California,United States,14,4,5,3,5,4,4-6 hours,2,4,More than 90 minutes a week,3,1,2,4
Warreton,North Carolina,United States,15,5,2,4,5,5,7-9 hours,4,4,30- 60 minutes a week,4,3,2,2
South Bend,Indiana,United States,28,3,4,4,4,4,7-9 hours,3,4,More than 90 minutes a week,4,4,4,2
Dallas,Texas,United States,15,4,3,5,5,3,4-6 hours,2,2,60-90 minutes a week,5,3,4,2
Grover Beach,California,United States,15,5,4,5,5,5,4-6 hours,4,4,More than 90 minutes a week,4,3,4,3
Lowell,Indiana,United States,13,4,3,2,5,5,4-6 hours,3,2,Less than 30 minutes a week,3,3,3,3
Arroyo Grande,California,United States,15,4,4,4,4,4,7-9 hours,3,3,30- 60 minutes a week,3,3,3,2
Nipomo,California,United States,15,4,5,4,5,4,7-9 hours,4,3,More than 90 minutes a week,4,4,4,3
Napa,California,United States,17,4,4,5,4,5,7-9 hours,2,3,More than 90 minutes a week,4,4,4,3
Warrenton,North Carolina,United States,16,5,4,4,5,5,4-6 hours,2,5,Less than 30 minutes a week,5,4,4,2
Seattle,Washington,United States,17,5,3,4,5,5,7-9 hours,3,3,Less than 30 minutes a week,4,4,4,5
Dallas,Texas,United States,15,4,5,4,5,5,4-6 hours,2,4,60-90 minutes a week,5,2,3,3
Athens,New York,United States,17,4,4,4,5,4,4-6 hours,2,3,Less than 30 minutes a week,4,3,4,2
Gary,Indiana,United States,15,5,2,5,5,3,7-9 hours,2,2,30- 60 minutes a week,5,3,2,2
Columbus,Indiana,United States,15,4,4,5,5,5,7-9 hours,4,4,Less than 30 minutes a week,5,3,3,2
Rogers,Arkansas,United States,15,5,5,5,5,5,7-9 hours,4,4,60-90 minutes a week,4,4,4,2
Melbourne,Victoria,Australia,13,4,4,4,5,5,More than 9 hours,4,3,60-90 minutes a week,3,2,3,3
Seattle,Washington,United States,15,4,4,4,5,3,1-3 hours,2,4,More than 90 minutes a week,5,5,4,2
Idaho Falls,Idaho,United States,14,4,5,5,3,4,7-9 hours,3,5,More than 90 minutes a week,4,4,4,4
Danville,Illinois,United States,16,4,4,5,5,3,7-9 hours,,4,More than 90 minutes a week,5,3,3,3
El Dorado,Arkansas,United States,15,4,5,5,5,5,4-6 hours,4,4,60-90 minutes a week,5,5,4,4
Columbus,Indiana,United States,15,2,2,3,5,5,4-6 hours,1,3,Less than 30 minutes a week,3,1,1,3
Montebello,California,United States,14,4,3,3,5,4,7-9 hours,,4,60-90 minutes a week,4,3,4,5
Sacramento,California,United States,14,3,2,5,5,2,4-6 hours,4,4,60-90 minutes a week,4,4,4,3
Idaho Falls,Idaho,United States,15,5,2,3,5,5,4-6 hours,2,2,More than 90 minutes a week,3,2,2,2
Albuquerque,New Mexico,United States,15,2,4,5,4,4,7-9 hours,4,4,More than 90 minutes a week,3,4,4,2
Rogers,Arkansas,United States,15,4,3,5,4,4,7-9 hours,2,4,Less than 30 minutes a week,5,5,3,2
Odessa,Texas,United States,15,5,3,3,5,5,4-6 hours,3,3,More than 90 minutes a week,3,3,3,3
Columbus,Indiana,United States,13,5,4,5,5,5,4-6 hours,3,3,More than 90 minutes a week,5,3,4,2
San Jose,California,United States,13,3,4,4,5,4,4-6 hours,3,3,30- 60 minutes a week,2,2,2,4
Davis,California,United States,15,5,4,4,5,5,7-9 hours,3,4,More than 90 minutes a week,5,4,4,3
Fort Wayne,Indiana,United States,17,4,5,5,5,3,4-6 hours,3,4,More than 90 minutes a week,5,4,3,2
Dumas,Arkansas,United States,15,5,4,4,5,5,4-6 hours,4,3,30- 60 minutes a week,5,2,3,4
Lilesville,North Carolina,United States,15,5,4,5,5,4,4-6 hours,4,4,30- 60 minutes a week,4,4,4,3
Seattle,Washington,United States,16,5,4,5,5,5,7-9 hours,4,5,60-90 minutes a week,4,4,4,2
Trumann,Arkansas,United States,17,5,5,5,3,5,7-9 hours,4,4,Less than 30 minutes a week,5,4,3,4
Nipomo,California,United States,14,4,5,4,5,4,7-9 hours,3,3,Less than 30 minutes a week,5,2,3,2
Sydney,New South Wales,Australia,14,4,4,4,5,4,7-9 hours,3,4,More than 90 minutes a week,3,3,3,2
Austin,Texas,United States,15,3,5,5,5,5,7-9 hours,4,4,More than 90 minutes a week,4,3,3,3
Odessa,Texas,United States,14,3,4,5,5,5,1-3 hours,2,4,Less than 30 minutes a week,4,3,3,4
Albany,New York,United States,17,5,5,5,4,4,4-6 hours,4,5,60-90 minutes a week,5,4,5,3
American Canyon,California,United States,16,4,5,5,5,5,7-9 hours,4,5,30- 60 minutes a week,5,5,5,3
El Dorado,Arkansas,United States,15,4,3,3,4,5,4-6 hours,2,3,60-90 minutes a week,3,4,2,2
Toronto,Ontario,Canada,16,4,5,5,5,5,7-9 hours,5,5,30- 60 minutes a week,5,5,5,2
Cherry Valley,Arkansas,United States,18,3,5,5,4,5,7-9 hours,3,3,Less than 30 minutes a week,5,3,3,2
Seattle,Washington,United States,17,3,3,5,5,4,4-6 hours,3,3,Less than 30 minutes a week,4,2,3,3
Sydney,New South Wales,Australia,13,5,4,5,5,5,7-9 hours,3,5,More than 90 minutes a week,5,3,4,2
Palatka,Florida,United States,15,4,5,4,5,5,4-6 hours,5,3,60-90 minutes a week,4,4,4,3
Grand Rapids,Michigan,United States,24,4,3,5,4,4,7-9 hours,4,4,More than 90 minutes a week,4,4,4,2
Middleville,Michigan,United States,15,2,5,5,4,5,4-6 hours,1,5,Less than 30 minutes a week,5,5,3,1
Rockford,Michigan,United States,15,4,3,2,5,3,4-6 hours,4,2,30- 60 minutes a week,4,3,2,1
Fort Wayne,Indiana,United States,15,3,4,2,4,5,4-6 hours,3,2,60-90 minutes a week,4,3,3,3
Columbus,Indiana,United States,17,4,5,3,5,5,7-9 hours,2,3,30- 60 minutes a week,3,3,4,4
Idaho Falls,Idaho,United States,16,5,5,5,5,4,4-6 hours,2,3,Less than 30 minutes a week,3,3,3,2
Cleveland,Ohio,United States,17,5,3,2,5,5,4-6 hours,5,5,More than 90 minutes a week,5,5,5,2
Holland,Michigan,United States,30,4,5,5,3,4,7-9 hours,4,4,More than 90 minutes a week,4,4,4,2
Midland,Michigan,United States,14,4,5,5,3,5,7-9 hours,3,4,More than 90 minutes a week,3,3,4,3
Syracuse,New York,United States,39,4,5,5,4,4,7-9 hours,3,4,30- 60 minutes a week,4,3,3,2
Rochester,Indiana,United States,17,3,4,5,5,4,7-9 hours,4,4,More than 90 minutes a week,5,5,5,4
Sanford,Michigan,United States,15,3,4,4,2,5,7-9 hours,3,2,60-90 minutes a week,4,3,3,3
Columbus,Indiana,United States,16,4,4,2,4,4,4-6 hours,3,4,60-90 minutes a week,4,4,4,3
Columbus,Indiana,United States,15,4,5,4,5,4,4-6 hours,2,3,Less than 30 minutes a week,4,4,3,4
Raleigh,North Carolina,United States,14,4,5,5,3,4,7-9 hours,1,3,Less than 30 minutes a week,5,5,4,3
Liberty,West Virginia,United States,18,4,4,4,4,4,4-6 hours,3,3,30- 60 minutes a week,4,3,3,3
Fort Wayne,Indiana,United States,14,4,4,5,5,4,7-9 hours,3,5,More than 90 minutes a week,5,4,2,3
Dale,Indiana,United States,26,4,4,5,4,3,7-9 hours,3,4,Less than 30 minutes a week,5,4,4,2
Bloomington,Indiana,United States,14,1,1,3,5,4,7-9 hours,3,1,60-90 minutes a week,1,1,1,5
Liberty,West Virginia,United States,15,3,5,5,5,4,4-6 hours,2,4,30- 60 minutes a week,5,5,4,4
Auburn,Indiana,United States,15,5,4,4,5,4,7-9 hours,4,4,More than 90 minutes a week,4,4,4,2
Cleveland,Ohio,United States,15,3,3,3,4,4,1-3 hours,1,3,60-90 minutes a week,4,4,3,4
Columbus,Indiana,United States,17,4,5,5,5,5,4-6 hours,5,4,30- 60 minutes a week,5,4,4,3
Lowell,Indiana,United States,16,5,5,5,3,4,7-9 hours,3,4,More than 90 minutes a week,5,4,4,3
Zion,Illinois,United States,14,1,3,2,5,5,7-9 hours,3,2,Less than 30 minutes a week,3,3,3,5
Zanesville,Ohio,United States,15,2,3,1,3,5,4-6 hours,3,1,30- 60 minutes a week,2,1,2,5
South Bend,Indiana,United States,15,4,3,4,5,5,4-6 hours,2,3,30- 60 minutes a week,3,5,3,2
Fort Wayne,Indiana,United States,16,5,5,5,5,5,7-9 hours,3,5,Less than 30 minutes a week,5,5,5,3
Plymouth,Indiana,United States,13,4,4,4,5,4,7-9 hours,4,4,60-90 minutes a week,5,5,5,2
Evansville,Indiana,United States,14,1,2,1,5,5,1-3 hours,3,4,30- 60 minutes a week,1,5,3,2
Columbia City,Indiana,United States,14,4,4,5,3,3,7-9 hours,3,4,More than 90 minutes a week,3,3,4,2
Arkadelphia,Arkansas,United States,16,4,3,3,4,5,7-9 hours,4,5,30- 60 minutes a week,4,2,5,4
Evansville,Indiana,United States,15,5,2,4,5,5,1-3 hours,4,1,More than 90 minutes a week,2,2,2,4
Sioux Falls,South Dakota,United States,17,5,5,4,5,5,4-6 hours,3,3,30- 60 minutes a week,4,3,4,2
Danville,Illinois,United States,17,5,5,5,4,3,1-3 hours,3,1,60-90 minutes a week,2,2,3,1
Fort Wayne,Indiana,United States,13,4,2,5,4,5,4-6 hours,3,1,30- 60 minutes a week,2,3,3,2
Dubach,Louisiana,United States,14,5,5,5,4,3,4-6 hours,4,4,30- 60 minutes a week,5,5,5,4
Zion,Illinois,United States,15,3,3,4,4,5,7-9 hours,2,4,30- 60 minutes a week,3,5,4,3
Hope,Arkansas,United States,15,4,3,4,5,5,4-6 hours,2,2,Less than 30 minutes a week,2,1,1,5
Shelby,Ohio,United States,16,4,3,5,5,5,4-6 hours,2,4,30- 60 minutes a week,3,3,2,3
Kokomo,Indiana,United States,16,3,5,5,5,4,7-9 hours,4,4,More than 90 minutes a week,3,4,2,2
Athens,New York,United States,15,3,4,5,5,5,4-6 hours,2,2,Less than 30 minutes a week,3,3,3,2
Lowell,Indiana,United States,13,4,4,4,5,5,7-9 hours,3,2,60-90 minutes a week,3,4,3,2
Midland,Michigan,United States,16,4,5,5,4,4,7-9 hours,3,4,Less than 30 minutes a week,4,5,5,2
Columbus,Indiana,United States,18,4,4,5,5,5,4-6 hours,3,5,Less than 30 minutes a week,4,5,5,4
Belton,Texas,United States,17,3,4,5,5,4,7-9 hours,3,5,Less than 30 minutes a week,3,4,4,4
Columbus,Indiana,United States,19,5,3,5,5,4,4-6 hours,4,4,60-90 minutes a week,5,3,4,3
Columbus,Indiana,United States,18,5,4,5,5,5,7-9 hours,5,5,60-90 minutes a week,4,4,4,2
Evansville,Arkansas,United States,15,5,5,4,5,5,More than 9 hours,2,3,Less than 30 minutes a week,4,3,4,2
Zanesville,Ohio,United States,14,4,4,3,5,5,4-6 hours,4,2,Less than 30 minutes a week,5,4,2,1
South Bend,Indiana,United States,16,4,3,4,5,4,4-6 hours,4,3,More than 90 minutes a week,4,3,4,4
Evansville,Indiana,United States,15,3,5,5,4,5,4-6 hours,2,1,60-90 minutes a week,5,1,3,4
Baltimore,Maryland,United States,23,1,1,2,1,4,7-9 hours,1,1,Less than 30 minutes a week,1,1,1,5
Rogers,Arkansas,United States,15,4,4,4,5,4,4-6 hours,2,3,More than 90 minutes a week,2,3,2,3
Warrenton,North Carolina,United States,16,4,3,4,5,5,4-6 hours,4,3,30- 60 minutes a week,4,3,4,2
South Bend,Indiana,United States,16,4,2,3,5,5,1-3 hours,4,3,More than 90 minutes a week,3,5,3,5
Zion,Illinois,United States,14,4,4,5,4,4,4-6 hours,3,4,60-90 minutes a week,4,4,4,3
Walkerton,Indiana,United States,36,4,4,4,3,3,4-6 hours,2,4,30- 60 minutes a week,3,2,2,3
Zanesville,Ohio,United States,14,5,3,3,5,5,4-6 hours,3,4,30- 60 minutes a week,4,5,3,3
Littleton,North Carolina,United States,16,5,5,5,5,5,7-9 hours,5,5,Less than 30 minutes a week,5,5,5,5
Grambling,Louisiana,United States,15,5,4,4,5,3,4-6 hours,3,4,Less than 30 minutes a week,5,5,4,3
Scottsburg,Indiana,United States,16,4,4,4,5,4,4-6 hours,2,2,More than 90 minutes a week,2,2,3,4
Manor,Texas,United States,18,4,5,5,4,5,7-9 hours,3,4,30- 60 minutes a week,5,4,3,3
Plain Dealing,Louisiana,United States,17,5,3,5,5,5,1-3 hours,3,4,More than 90 minutes a week,4,4,3,5
Scottsburg,Indiana,United States,15,4,4,4,5,5,1-3 hours,3,3,Less than 30 minutes a week,4,4,4,2
Manor,Texas,United States,15,5,4,2,5,3,4-6 hours,2,1,Less than 30 minutes a week,3,1,1,4
Decatur,Indiana,United States,18,4,4,4,4,2,7-9 hours,3,4,More than 90 minutes a week,4,4,4,2
El Dorado,Arkansas,United States,15,2,3,4,5,5,7-9 hours,2,1,Less than 30 minutes a week,2,3,2,5
Plymouth,Indiana,United States,12,5,1,3,5,4,7-9 hours,5,5,30- 60 minutes a week,3,1,1,3
Eleanor,West Virginia,United States,15,3,4,5,5,3,4-6 hours,3,3,60-90 minutes a week,3,3,3,2
Austin,Texas,United States,18,3,4,5,3,5,4-6 hours,1,4,Less than 30 minutes a week,4,4,1,2
Zanesville,Ohio,United States,17,5,5,4,5,4,7-9 hours,5,4,30- 60 minutes a week,4,5,5,3
Ruston,Louisiana,United States,14,5,5,5,4,5,7-9 hours,3,4,More than 90 minutes a week,4,4,3,3
Lowell,Indiana,United States,13,5,4,4,5,5,4-6 hours,4,4,More than 90 minutes a week,5,4,4,2
Grambling,Louisiana,United States,16,5,5,5,5,5,More than 9 hours,5,5,More than 90 minutes a week,5,5,5,1
Bloomington,Indiana,United States,15,4,5,5,5,5,7-9 hours,4,4,More than 90 minutes a week,4,4,4,5
Rochester,Indiana,United States,17,5,5,5,5,5,4-6 hours,5,5,More than 90 minutes a week,5,5,5,3
Columbus,Indiana,United States,15,5,3,4,5,5,7-9 hours,3,3,60-90 minutes a week,3,5,5,4
Averill Park,New York,United States,16,5,4,5,5,5,7-9 hours,3,4,60-90 minutes a week,5,5,5,3
Rogers,Arkansas,United States,14,5,5,5,5,4,7-9 hours,4,3,More than 90 minutes a week,5,2,4,1
Fort Wayne,Indiana,United States,12,5,5,5,5,5,7-9 hours,3,4,Less than 30 minutes a week,3,3,2,5
Idaho Falls,Idaho,United States,14,4,5,5,5,4,7-9 hours,2,4,Less than 30 minutes a week,5,4,4,1
Rochester,Indiana,United States,17,5,4,4,5,5,7-9 hours,3,3,Less than 30 minutes a week,4,3,3,3
Evansville,Indiana,United States,15,3,4,3,5,5,1-3 hours,2,2,30- 60 minutes a week,4,4,2,5
Fort Wayne,Indiana,United States,15,1,1,1,1,1,Less than an hour,1,1,Less than 30 minutes a week,1,1,1,1
Ypsilanti,Michigan,United States,15,4,1,3,5,4,More than 9 hours,1,3,Less than 30 minutes a week,5,3,2,4
Auburn,Indiana,United States,15,5,5,4,5,5,7-9 hours,2,4,60-90 minutes a week,5,5,5,3
Belton,Texas,United States,14,5,4,4,5,4,1-3 hours,2,2,30- 60 minutes a week,2,4,3,2
Coppell,Texas,United States,15,4,3,5,5,5,1-3 hours,2,1,More than 90 minutes a week,5,1,2,3
Irving,Texas,United States,16,4,5,5,4,2,7-9 hours,5,5,30- 60 minutes a week,3,4,2,3
Atlanta,Georgia,United States,15,4,5,5,5,5,4-6 hours,2,5,More than 90 minutes a week,5,5,3,4
Rogers,Arkansas,United States,15,5,4,4,4,5,7-9 hours,4,4,30- 60 minutes a week,5,4,4,3
Rochester,Indiana,United States,17,5,4,5,5,5,7-9 hours,4,4,More than 90 minutes a week,5,5,3,4
Idaho Falls,Idaho,United States,15,2,4,4,5,5,4-6 hours,2,2,30- 60 minutes a week,2,1,1,4
Huntington,Indiana,United States,16,4,4,4,5,4,4-6 hours,4,4,30- 60 minutes a week,4,5,4,3
Sioux Falls,South Dakota,United States,15,3,4,3,5,4,7-9 hours,2,3,30- 60 minutes a week,2,3,4,2
Fort Wayne,Indiana,United States,17,5,4,3,5,5,4-6 hours,3,3,Less than 30 minutes a week,4,2,3,4
Van Buren,Arkansas,United States,16,2,3,4,5,5,1-3 hours,1,1,30- 60 minutes a week,2,1,1,4
Durham,North Carolina,United States,16,2,4,4,5,5,4-6 hours,3,2,60-90 minutes a week,1,3,2,2
San Antonio,Texas,United States,15,5,3,2,5,5,4-6 hours,3,2,30- 60 minutes a week,5,3,3,4
Fort Wayne,Indiana,United States,17,4,4,5,5,5,7-9 hours,3,4,More than 90 minutes a week,5,5,4,2
Gary,Indiana,United States,15,5,5,5,5,5,Less than an hour,3,2,More than 90 minutes a week,4,3,5,4
Lowell,Indiana,United States,13,5,4,5,5,5,7-9 hours,4,4,60-90 minutes a week,4,5,4,2
Lowell,Indiana,United States,13,5,4,5,5,5,7-9 hours,4,4,60-90 minutes a week,4,5,4,2
Van Wert,Ohio,United States,14,2,1,2,1,1,4-6 hours,2,1,More than 90 minutes a week,2,1,2,5
Idaho Falls,Idaho,United States,15,5,3,3,5,5,7-9 hours,1,2,Less than 30 minutes a week,4,2,3,5
Sioux Falls,South Dakota,United States,16,4,4,5,5,2,4-6 hours,3,4,Less than 30 minutes a week,4,3,2,2
South Bend,Indiana,United States,16,4,4,4,5,4,4-6 hours,3,4,More than 90 minutes a week,3,3,5,3
Evansville,Indiana,United States,16,5,3,5,5,4,1-3 hours,3,4,30- 60 minutes a week,5,5,5,3
Monte Sereno,California,United States,15,5,5,4,5,4,7-9 hours,3,4,30- 60 minutes a week,3,4,4,5
Kent City,Michigan,United States,15,4,5,4,2,5,4-6 hours,3,4,More than 90 minutes a week,3,4,4,3
Sioux Falls,South Dakota,United States,15,4,4,2,5,2,4-6 hours,5,2,30- 60 minutes a week,3,2,2,4
Indianapolis,Indiana,United States,15,5,4,5,5,5,4-6 hours,5,3,60-90 minutes a week,4,2,2,3
Napa,California,United States,12,5,4,5,5,4,7-9 hours,3,5,More than 90 minutes a week,5,4,4,2
Napa,California,United States,12,5,4,4,4,5,4-6 hours,4,3,60-90 minutes a week,4,3,3,5
Warrenton,North Carolina,United States,15,4,4,5,5,4,4-6 hours,4,4,30- 60 minutes a week,5,5,4,2
Cincinnati,Ohio,United States,14,5,4,5,5,5,7-9 hours,5,5,Less than 30 minutes a week,4,5,5,5
Lowell,Indiana,United States,13,4,4,4,3,4,4-6 hours,3,4,Less than 30 minutes a week,4,4,4,3
Vancouver,Washington,United States,15,4,3,3,4,4,7-9 hours,4,3,More than 90 minutes a week,3,3,3,3
Vancouver,Washington,United States,18,3,3,5,4,4,4-6 hours,4,4,More than 90 minutes a week,2,3,3,3
Vancouver,Washington,United States,18,3,3,5,4,4,4-6 hours,4,4,More than 90 minutes a week,2,3,3,3
Vancouver,Washington,United States,19,5,4,5,5,5,7-9 hours,3,4,60-90 minutes a week,5,4,4,2
Zanesville,Ohio,United States,13,5,3,5,3,5,4-6 hours,4,2,More than 90 minutes a week,3,3,3,1
Warrenton,North Carolina,United States,15,5,3,4,5,5,Less than an hour,2,3,Less than 30 minutes a week,5,4,3,5
Vancouver,Washington,United States,21,3,5,5,5,5,4-6 hours,3,4,Less than 30 minutes a week,3,4,4,3
American Canyon,California,United States,16,3,4,4,5,4,7-9 hours,4,4,Less than 30 minutes a week,5,5,4,3
Vancouver,Washington,United States,18,4,5,4,5,5,4-6 hours,4,3,60-90 minutes a week,3,4,4,4
Idaho Falls,Idaho,United States,15,5,4,5,5,5,7-9 hours,4,3,More than 90 minutes a week,4,4,4,4
Vancouver,Washington,United States,17,3,4,4,4,4,7-9 hours,3,4,Less than 30 minutes a week,4,3,2,3
Vancouver,Washington,United States,20,3,3,4,5,5,1-3 hours,3,3,30- 60 minutes a week,3,4,2,3
Vancouver,Washington,United States,16,5,5,5,5,4,Less than an hour,4,3,More than 90 minutes a week,4,3,2,3
Vancouver,Washington,United States,18,4,3,4,5,5,4-6 hours,2,4,60-90 minutes a week,3,4,3,3
Vancouver,Washington,United States,19,4,4,5,5,4,4-6 hours,3,3,More than 90 minutes a week,4,2,2,1
Vancouver,Washington,United States,18,4,5,4,4,5,4-6 hours,2,3,Less than 30 minutes a week,3,2,3,2
Vancouver,Washington,United States,16,4,4,4,4,4,4-6 hours,3,4,30- 60 minutes a week,3,5,4,3
Indianapolis,Indiana,United States,15,4,5,4,5,5,4-6 hours,4,3,More than 90 minutes a week,5,5,4,5
Gould,Arkansas,United States,16,4,5,3,5,5,4-6 hours,5,3,Less than 30 minutes a week,4,5,5,4
Belleville,Michigan,United States,16,3,4,3,5,5,7-9 hours,2,3,Less than 30 minutes a week,4,3,3,2
Vancouver,Washington,United States,18,3,5,5,4,3,7-9 hours,4,5,More than 90 minutes a week,3,5,4,2
American Canyon,California,United States,13,3,3,4,3,4,7-9 hours,3,3,More than 90 minutes a week,2,3,3,3
Napa,California,United States,16,3,4,5,4,5,4-6 hours,2,4,More than 90 minutes a week,4,4,3,3
Cottonport,Louisiana,United States,17,4,3,4,4,5,7-9 hours,4,3,More than 90 minutes a week,3,3,3,3
Laurel,Delaware,United States,36,4,4,4,2,3,4-6 hours,3,4,60-90 minutes a week,4,4,3,2
Lowell,Indiana,United States,19,5,4,5,5,5,7-9 hours,4,3,60-90 minutes a week,5,5,4,3
Indianapolis,Indiana,United States,16,4,4,5,5,5,7-9 hours,3,4,60-90 minutes a week,3,4,4,3
Pinckney,Michigan,United States,17,4,3,4,5,4,4-6 hours,4,4,60-90 minutes a week,5,4,4,3
Zanesville,Ohio,United States,14,2,3,5,5,5,4-6 hours,1,2,Less than 30 minutes a week,2,1,2,3
Ft. Wayne,Indiana,United States,15,4,3,3,5,5,1-3 hours,3,2,Less than 30 minutes a week,2,2,1,2
El Dorado,Arkansas,United States,16,4,4,4,5,5,4-6 hours,4,3,60-90 minutes a week,4,5,3,2
Idaho Falls,Idaho,United States,15,4,4,5,5,4,More than 9 hours,5,3,More than 90 minutes a week,5,4,4,2
Averill Park,New York,United States,16,4,4,5,5,3,4-6 hours,4,3,30- 60 minutes a week,5,4,4,3
Anderson,California,United States,14,5,4,4,4,5,4-6 hours,3,2,30- 60 minutes a week,2,1,1,2
American Canyon,California,United States,14,4,5,4,5,4,4-6 hours,3,3,More than 90 minutes a week,4,4,1,3
Idaho Falls,Idaho,United States,15,5,5,5,5,3,1-3 hours,4,4,More than 90 minutes a week,5,5,4,2
Redding,California,United States,15,3,4,4,4,4,7-9 hours,3,3,30- 60 minutes a week,4,3,3,4
LaGrange,Indiana,United States,17,5,4,4,5,5,4-6 hours,2,3,Less than 30 minutes a week,5,4,3,5
American Canyon,California,United States,13,4,3,5,5,5,4-6 hours,5,4,More than 90 minutes a week,5,4,4,3
Napa,California,United States,15,5,3,2,5,5,4-6 hours,4,3,60-90 minutes a week,4,1,3,3
Cleveland,Ohio,United States,14,2,5,4,5,5,4-6 hours,3,4,60-90 minutes a week,5,5,4,2
Haines Falls,New York,United States,16,5,4,5,5,1,4-6 hours,5,5,More than 90 minutes a week,5,5,3,3
Albuquerque,New Mexico,United States,15,4,3,3,5,5,4-6 hours,3,3,More than 90 minutes a week,3,5,2,4
Niles,Michigan,United States,15,4,3,4,5,3,7-9 hours,4,4,More than 90 minutes a week,4,4,3,3
Albuquerque,New Mexico,United States,15,4,4,4,5,5,4-6 hours,3,3,More than 90 minutes a week,4,5,1,4
Belleville,Michigan,United States,17,4,3,4,3,4,4-6 hours,2,3,Less than 30 minutes a week,3,3,3,3
Idaho Falls,Idaho,United States,15,5,5,5,5,5,7-9 hours,3,5,More than 90 minutes a week,5,2,2,2
Zanesville,Ohio,United States,17,5,2,4,5,5,7-9 hours,3,2,30- 60 minutes a week,3,2,4,5
Columbus,Indiana,United States,14,5,5,5,5,3,7-9 hours,5,5,More than 90 minutes a week,5,5,5,2
Danville,Illinois,United States,15,5,3,1,5,5,4-6 hours,2,1,Less than 30 minutes a week,2,2,2,4
Redding,California,United States,15,3,4,4,3,5,7-9 hours,3,3,60-90 minutes a week,3,5,3,2
Zanesville,Ohio,United States,14,5,4,2,4,4,4-6 hours,1,2,Less than 30 minutes a week,3,1,3,2
Coppell,Texas,United States,16,4,4,5,3,5,7-9 hours,3,3,30- 60 minutes a week,4,3,2,2
Napa,California,United States,56,4,5,5,4,4,4-6 hours,4,4,More than 90 minutes a week,4,4,4,4
American Canyon,California,United States,13,4,3,3,5,4,7-9 hours,4,3,60-90 minutes a week,4,3,5,4
Marrero,Louisiana,United States,11,4,4,4,5,5,7-9 hours,1,3,More than 90 minutes a week,4,3,1,3
Columbus,Indiana,United States,13,4,4,4,5,5,4-6 hours,3,4,More than 90 minutes a week,5,3,4,2
Rogers,Arkansas,United States,15,4,4,5,5,3,7-9 hours,4,5,More than 90 minutes a week,4,5,4,3
Catskill,New York,United States,14,5,4,4,5,4,4-6 hours,4,3,30- 60 minutes a week,3,3,2,3
